Commodity,Date,Unit,Minimum,Maximum,Average
Gundruk,2013-09-25,kg,180.0,200.0,190.0
Apple(Jholey),2013-09-25,kg,90.0,100.0,95.0
Banana,2013-09-25,per dozen,50.0,60.0,55.0
Lime,2013-09-25,kg,300.0,400.0,350.0
Pomegranate,2013-09-25,kg,190.0,200.0,195.0
Water Melon(Green),2013-09-25,kg,65.0,70.0,67.5
Sweet Orange,2013-09-25,kg,80.0,90.0,85.0
Pineapple,2013-09-25,per piece,80.0,90.0,85.0
Cucumber(Local),2013-09-25,kg,25.0,30.0,27.5
Lemon,2013-09-25,kg,25.0,30.0,27.5
Papaya(Nepali),2013-09-25,kg,60.0,65.0,62.5
Guava,2013-09-25,kg,25.0,30.0,27.5
Mombin,2013-09-25,kg,20.0,25.0,22.5
Sugarcane,2013-09-25,per piece,70.0,80.0,75.0
Ginger,2013-09-25,kg,90.0,100.0,95.0
Chilli Dry,2013-09-25,kg,170.0,180.0,175.0
Chilli Green,2013-09-25,kg,55.0,60.0,57.5
Capsicum,2013-09-25,kg,80.0,90.0,85.0
Garlic Green,2013-09-25,kg,45.0,50.0,47.5
Coriander Green,2013-09-25,kg,60.0,80.0,70.0
Garlic Dry Chinese,2013-09-25,kg,110.0,115.0,112.5
Garlic Dry Nepali,2013-09-25,kg,80.0,85.0,82.5
Clive Dry,2013-09-25,kg,85.0,90.0,87.5
Clive Green,2013-09-25,kg,50.0,60.0,55.0
Fish Fresh,2013-09-25,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-09-26,kg,35.0,40.0,37.5
Tomato Small(Local),2013-09-26,kg,30.0,35.0,32.5
Potato Red,2013-09-26,kg,24.0,27.0,25.5
Potato White,2013-09-26,kg,18.0,20.0,19.0
Onion Dry (Indian),2013-09-26,kg,95.0,100.0,97.5
Carrot(Local),2013-09-26,kg,70.0,75.0,72.5
Cabbage(Local),2013-09-26,kg,38.0,40.0,39.0
Cauli Local,2013-09-26,kg,35.0,40.0,37.5
Raddish White(Local),2013-09-26,kg,30.0,35.0,32.5
Brinjal Long,2013-09-26,kg,25.0,30.0,27.5
Brinjal Round,2013-09-26,kg,25.0,30.0,27.5
Cow pea(Long),2013-09-26,kg,28.0,30.0,29.0
French Bean(Local),2013-09-26,kg,28.0,32.0,30.0
Soyabean Green,2013-09-26,kg,40.0,40.0,40.0
Bitter Gourd,2013-09-26,kg,30.0,35.0,32.5
Bottle Gourd,2013-09-26,kg,25.0,30.0,27.5
Pointed Gourd(Local),2013-09-26,kg,40.0,45.0,42.5
Snake Gourd,2013-09-26,kg,20.0,25.0,22.5
Smooth Gourd,2013-09-26,kg,30.0,35.0,32.5
Pumpkin,2013-09-26,kg,35.0,40.0,37.5
Squash(Long),2013-09-26,kg,15.0,20.0,17.5
Okara,2013-09-26,kg,35.0,40.0,37.5
Barela,2013-09-26,kg,65.0,70.0,67.5
Arum,2013-09-26,kg,35.0,40.0,37.5
Christophine,2013-09-26,kg,10.0,12.0,11.0
Brd Leaf Mustard,2013-09-26,kg,40.0,45.0,42.5
Spinach Leaf,2013-09-26,kg,40.0,45.0,42.5
Cress Leaf,2013-09-26,kg,40.0,45.0,42.5
Mustard Leaf,2013-09-26,kg,35.0,40.0,37.5
Fenugreek Leaf,2013-09-26,kg,55.0,60.0,57.5
Onion Green,2013-09-26,kg,60.0,65.0,62.5
Mushroom(Kanya),2013-09-26,kg,150.0,160.0,155.0
Asparagus,2013-09-26,kg,300.0,350.0,325.0
Neuro,2013-09-26,kg,50.0,60.0,55.0
Brocauli,2013-09-26,kg,140.0,150.0,145.0
Sugarbeet,2013-09-26,kg,50.0,60.0,55.0
Red Cabbbage,2013-09-26,kg,140.0,150.0,145.0
Lettuce,2013-09-26,kg,45.0,50.0,47.5
Celery,2013-09-26,kg,140.0,150.0,145.0
Parseley,2013-09-26,kg,120.0,130.0,125.0
Fennel Leaf,2013-09-26,kg,45.0,50.0,47.5
Mint,2013-09-26,kg,120.0,130.0,125.0
Tamarind,2013-09-26,kg,70.0,80.0,75.0
Bamboo Shoot,2013-09-26,kg,60.0,70.0,65.0
Tofu,2013-09-26,kg,60.0,70.0,65.0
Gundruk,2013-09-26,kg,180.0,200.0,190.0
Apple(Jholey),2013-09-26,kg,90.0,100.0,95.0
Banana,2013-09-26,per dozen,45.0,50.0,47.5
Lime,2013-09-26,kg,300.0,400.0,350.0
Pomegranate,2013-09-26,kg,190.0,200.0,195.0
Orange(Nepali),2013-09-26,kg,70.0,80.0,75.0
Water Melon(Green),2013-09-26,kg,65.0,70.0,67.5
Sweet Orange,2013-09-26,kg,80.0,90.0,85.0
Pineapple,2013-09-26,per piece,80.0,90.0,85.0
Cucumber(Local),2013-09-26,kg,30.0,40.0,35.0
Lemon,2013-09-26,kg,25.0,30.0,27.5
Papaya(Nepali),2013-09-26,kg,60.0,65.0,62.5
Guava,2013-09-26,kg,25.0,30.0,27.5
Mombin,2013-09-26,kg,20.0,25.0,22.5
Sugarcane,2013-09-26,per piece,70.0,80.0,75.0
Ginger,2013-09-26,kg,90.0,100.0,95.0
Chilli Dry,2013-09-26,kg,170.0,175.0,172.5
Chilli Green,2013-09-26,kg,60.0,70.0,65.0
Capsicum,2013-09-26,kg,80.0,90.0,85.0
Garlic Green,2013-09-26,kg,55.0,60.0,57.5
Coriander Green,2013-09-26,kg,70.0,80.0,75.0
Garlic Dry Chinese,2013-09-26,kg,110.0,115.0,112.5
Garlic Dry Nepali,2013-09-26,kg,80.0,85.0,82.5
Clive Dry,2013-09-26,kg,85.0,90.0,87.5
Clive Green,2013-09-26,kg,40.0,50.0,45.0
Fish Fresh,2013-09-26,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-09-27,kg,35.0,40.0,37.5
Tomato Small(Local),2013-09-27,kg,35.0,40.0,37.5
Potato Red,2013-09-27,kg,25.0,26.0,25.5
Potato White,2013-09-27,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-09-27,kg,90.0,95.0,92.5
Carrot(Local),2013-09-27,kg,75.0,80.0,77.5
Cabbage(Local),2013-09-27,kg,35.0,40.0,37.5
Cauli Local,2013-09-27,kg,40.0,50.0,45.0
Raddish White(Local),2013-09-27,kg,30.0,35.0,32.5
Brinjal Long,2013-09-27,kg,25.0,30.0,27.5
Brinjal Round,2013-09-27,kg,25.0,30.0,27.5
Cow pea(Long),2013-09-27,kg,35.0,40.0,37.5
French Bean(Local),2013-09-27,kg,30.0,32.0,31.0
Sword Bean,2013-09-27,kg,90.0,100.0,95.0
Soyabean Green,2013-09-27,kg,35.0,40.0,37.5
Bitter Gourd,2013-09-27,kg,35.0,40.0,37.5
Bottle Gourd,2013-09-27,kg,25.0,30.0,27.5
Pointed Gourd(Local),2013-09-27,kg,40.0,45.0,42.5
Snake Gourd,2013-09-27,kg,20.0,22.0,21.0
Smooth Gourd,2013-09-27,kg,35.0,40.0,37.5
Pumpkin,2013-09-27,kg,35.0,40.0,37.5
Squash(Long),2013-09-27,kg,15.0,20.0,17.5
Okara,2013-09-27,kg,35.0,40.0,37.5
Barela,2013-09-27,kg,60.0,65.0,62.5
Arum,2013-09-27,kg,35.0,40.0,37.5
Christophine,2013-09-27,kg,10.0,12.0,11.0
Brd Leaf Mustard,2013-09-27,kg,45.0,50.0,47.5
Spinach Leaf,2013-09-27,kg,45.0,50.0,47.5
Cress Leaf,2013-09-27,kg,45.0,50.0,47.5
Mustard Leaf,2013-09-27,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-09-27,kg,55.0,60.0,57.5
Onion Green,2013-09-27,kg,75.0,80.0,77.5
Mushroom(Kanya),2013-09-27,kg,150.0,160.0,155.0
Asparagus,2013-09-27,kg,350.0,400.0,375.0
Neuro,2013-09-27,kg,50.0,60.0,55.0
Brocauli,2013-09-27,kg,140.0,150.0,145.0
Sugarbeet,2013-09-27,kg,50.0,60.0,55.0
Red Cabbbage,2013-09-27,kg,140.0,150.0,145.0
Lettuce,2013-09-27,kg,45.0,50.0,47.5
Celery,2013-09-27,kg,120.0,130.0,125.0
Parseley,2013-09-27,kg,150.0,160.0,155.0
Fennel Leaf,2013-09-27,kg,45.0,50.0,47.5
Mint,2013-09-27,kg,140.0,150.0,145.0
Tamarind,2013-09-27,kg,70.0,80.0,75.0
Bamboo Shoot,2013-09-27,kg,60.0,70.0,65.0
Tofu,2013-09-27,kg,60.0,70.0,65.0
Gundruk,2013-09-27,kg,180.0,200.0,190.0
Apple(Jholey),2013-09-27,kg,90.0,100.0,95.0
Banana,2013-09-27,per dozen,45.0,50.0,47.5
Lime,2013-09-27,kg,300.0,400.0,350.0
Pomegranate,2013-09-27,kg,190.0,200.0,195.0
Orange(Nepali),2013-09-27,kg,80.0,90.0,85.0
Water Melon(Green),2013-09-27,kg,60.0,70.0,65.0
Sweet Orange,2013-09-27,kg,70.0,80.0,75.0
Pineapple,2013-09-27,per piece,80.0,90.0,85.0
Cucumber(Local),2013-09-27,kg,30.0,35.0,32.5
Lemon,2013-09-27,kg,25.0,30.0,27.5
Papaya(Nepali),2013-09-27,kg,55.0,60.0,57.5
Guava,2013-09-27,kg,30.0,35.0,32.5
Mombin,2013-09-27,kg,25.0,30.0,27.5
Sugarcane,2013-09-27,per piece,70.0,80.0,75.0
Ginger,2013-09-27,kg,90.0,100.0,95.0
Chilli Dry,2013-09-27,kg,160.0,170.0,165.0
Chilli Green,2013-09-27,kg,60.0,65.0,62.5
Capsicum,2013-09-27,kg,80.0,90.0,85.0
Garlic Green,2013-09-27,kg,60.0,65.0,62.5
Coriander Green,2013-09-27,kg,70.0,80.0,75.0
Garlic Dry Chinese,2013-09-27,kg,110.0,115.0,112.5
Garlic Dry Nepali,2013-09-27,kg,80.0,85.0,82.5
Clive Dry,2013-09-27,kg,85.0,90.0,87.5
Clive Green,2013-09-27,kg,50.0,60.0,55.0
Fish Fresh,2013-09-27,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-09-29,kg,30.0,35.0,32.5
Tomato Small(Local),2013-09-29,kg,35.0,40.0,37.5
Potato Red,2013-09-29,kg,24.0,25.0,24.5
Potato White,2013-09-29,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-09-29,kg,90.0,95.0,92.5
Carrot(Local),2013-09-29,kg,80.0,85.0,82.5
Cabbage(Local),2013-09-29,kg,30.0,35.0,32.5
Cauli Local,2013-09-29,kg,35.0,45.0,40.0
Raddish White(Local),2013-09-29,kg,28.0,30.0,29.0
Brinjal Long,2013-09-29,kg,30.0,35.0,32.5
Brinjal Round,2013-09-29,kg,30.0,35.0,32.5
Cow pea(Long),2013-09-29,kg,35.0,40.0,37.5
French Bean(Local),2013-09-29,kg,35.0,40.0,37.5
Sword Bean,2013-09-29,kg,90.0,100.0,95.0
Soyabean Green,2013-09-29,kg,35.0,40.0,37.5
Bitter Gourd,2013-09-29,kg,35.0,40.0,37.5
Bottle Gourd,2013-09-29,kg,25.0,30.0,27.5
Pointed Gourd(Local),2013-09-29,kg,35.0,40.0,37.5
Snake Gourd,2013-09-29,kg,20.0,25.0,22.5
Smooth Gourd,2013-09-29,kg,35.0,40.0,37.5
Pumpkin,2013-09-29,kg,25.0,30.0,27.5
Squash(Long),2013-09-29,kg,15.0,20.0,17.5
Okara,2013-09-29,kg,40.0,45.0,42.5
Barela,2013-09-29,kg,40.0,45.0,42.5
Arum,2013-09-29,kg,35.0,40.0,37.5
Christophine,2013-09-29,kg,10.0,12.0,11.0
Brd Leaf Mustard,2013-09-29,kg,45.0,50.0,47.5
Spinach Leaf,2013-09-29,kg,45.0,50.0,47.5
Cress Leaf,2013-09-29,kg,45.0,50.0,47.5
Mustard Leaf,2013-09-29,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-09-29,kg,45.0,50.0,47.5
Onion Green,2013-09-29,kg,45.0,50.0,47.5
Bakula,2013-09-29,kg,90.0,100.0,95.0
Mushroom(Kanya),2013-09-29,kg,140.0,150.0,145.0
Asparagus,2013-09-29,kg,350.0,400.0,375.0
Neuro,2013-09-29,kg,60.0,70.0,65.0
Brocauli,2013-09-29,kg,140.0,150.0,145.0
Sugarbeet,2013-09-29,kg,50.0,60.0,55.0
Red Cabbbage,2013-09-29,kg,140.0,150.0,145.0
Lettuce,2013-09-29,kg,45.0,50.0,47.5
Celery,2013-09-29,kg,120.0,130.0,125.0
Parseley,2013-09-29,kg,140.0,150.0,145.0
Fennel Leaf,2013-09-29,kg,45.0,50.0,47.5
Mint,2013-09-29,kg,140.0,150.0,145.0
Tamarind,2013-09-29,kg,70.0,80.0,75.0
Bamboo Shoot,2013-09-29,kg,60.0,70.0,65.0
Tofu,2013-09-29,kg,60.0,70.0,65.0
Gundruk,2013-09-29,kg,180.0,200.0,190.0
Apple(Jholey),2013-09-29,kg,90.0,100.0,95.0
Banana,2013-09-29,per dozen,45.0,50.0,47.5
Lime,2013-09-29,kg,300.0,400.0,350.0
Pomegranate,2013-09-29,kg,190.0,200.0,195.0
Orange(Nepali),2013-09-29,kg,80.0,90.0,85.0
Water Melon(Green),2013-09-29,kg,60.0,70.0,65.0
Sweet Orange,2013-09-29,kg,70.0,80.0,75.0
Pineapple,2013-09-29,per piece,80.0,90.0,85.0
Cucumber(Local),2013-09-29,kg,30.0,35.0,32.5
Lemon,2013-09-29,kg,25.0,30.0,27.5
Papaya(Nepali),2013-09-29,kg,55.0,60.0,57.5
Guava,2013-09-29,kg,35.0,40.0,37.5
Mombin,2013-09-29,kg,20.0,25.0,22.5
Sugarcane,2013-09-29,per piece,70.0,80.0,75.0
Ginger,2013-09-29,kg,90.0,100.0,95.0
Chilli Dry,2013-09-29,kg,160.0,170.0,165.0
Chilli Green,2013-09-29,kg,55.0,60.0,57.5
Capsicum,2013-09-29,kg,100.0,120.0,110.0
Garlic Green,2013-09-29,kg,65.0,70.0,67.5
Coriander Green,2013-09-29,kg,60.0,70.0,65.0
Garlic Dry Chinese,2013-09-29,kg,110.0,115.0,112.5
Garlic Dry Nepali,2013-09-29,kg,80.0,85.0,82.5
Clive Dry,2013-09-29,kg,85.0,90.0,87.5
Clive Green,2013-09-29,kg,50.0,60.0,55.0
Fish Fresh,2013-09-29,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-09-30,kg,35.0,40.0,37.5
Tomato Small(Local),2013-09-30,kg,38.0,42.0,40.0
Potato Red,2013-09-30,kg,24.0,25.0,24.5
Potato White,2013-09-30,kg,18.0,20.0,19.0
Onion Dry (Indian),2013-09-30,kg,90.0,95.0,92.5
Carrot(Local),2013-09-30,kg,75.0,80.0,77.5
Cabbage(Local),2013-09-30,kg,30.0,34.0,32.0
Cauli Local,2013-09-30,kg,40.0,50.0,45.0
Raddish White(Local),2013-09-30,kg,28.0,32.0,30.0
Brinjal Long,2013-09-30,kg,28.0,30.0,29.0
Brinjal Round,2013-09-30,kg,30.0,35.0,32.5
Cow pea(Long),2013-09-30,kg,35.0,40.0,37.5
French Bean(Local),2013-09-30,kg,30.0,35.0,32.5
Sword Bean,2013-09-30,kg,80.0,90.0,85.0
Soyabean Green,2013-09-30,kg,35.0,40.0,37.5
Bitter Gourd,2013-09-30,kg,40.0,45.0,42.5
Bottle Gourd,2013-09-30,kg,25.0,30.0,27.5
Pointed Gourd(Local),2013-09-30,kg,40.0,42.0,41.0
Snake Gourd,2013-09-30,kg,20.0,24.0,22.0
Smooth Gourd,2013-09-30,kg,35.0,40.0,37.5
Pumpkin,2013-09-30,kg,25.0,30.0,27.5
Squash(Long),2013-09-30,kg,15.0,20.0,17.5
Okara,2013-09-30,kg,40.0,45.0,42.5
Barela,2013-09-30,kg,35.0,40.0,37.5
Arum,2013-09-30,kg,35.0,40.0,37.5
Christophine,2013-09-30,kg,10.0,12.0,11.0
Brd Leaf Mustard,2013-09-30,kg,45.0,50.0,47.5
Spinach Leaf,2013-09-30,kg,45.0,50.0,47.5
Cress Leaf,2013-09-30,kg,45.0,50.0,47.5
Mustard Leaf,2013-09-30,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-09-30,kg,55.0,60.0,57.5
Onion Green,2013-09-30,kg,60.0,65.0,62.5
Bakula,2013-09-30,kg,90.0,100.0,95.0
Mushroom(Kanya),2013-09-30,kg,150.0,160.0,155.0
Asparagus,2013-09-30,kg,350.0,400.0,375.0
Neuro,2013-09-30,kg,60.0,70.0,65.0
Brocauli,2013-09-30,kg,140.0,150.0,145.0
Sugarbeet,2013-09-30,kg,70.0,80.0,75.0
Red Cabbbage,2013-09-30,kg,140.0,150.0,145.0
Lettuce,2013-09-30,kg,45.0,50.0,47.5
Celery,2013-09-30,kg,120.0,130.0,125.0
Parseley,2013-09-30,kg,140.0,150.0,145.0
Fennel Leaf,2013-09-30,kg,45.0,50.0,47.5
Mint,2013-09-30,kg,140.0,150.0,145.0
Tamarind,2013-09-30,kg,70.0,80.0,75.0
Bamboo Shoot,2013-09-30,kg,60.0,70.0,65.0
Tofu,2013-09-30,kg,60.0,70.0,65.0
Gundruk,2013-09-30,kg,180.0,200.0,190.0
Apple(Jholey),2013-09-30,kg,100.0,110.0,105.0
Banana,2013-09-30,per dozen,45.0,50.0,47.5
Lime,2013-09-30,kg,300.0,400.0,350.0
Pomegranate,2013-09-30,kg,190.0,200.0,195.0
Water Melon(Green),2013-09-30,kg,65.0,70.0,67.5
Sweet Orange,2013-09-30,kg,80.0,90.0,85.0
Pineapple,2013-09-30,per piece,80.0,90.0,85.0
Cucumber(Local),2013-09-30,kg,25.0,30.0,27.5
Lemon,2013-09-30,kg,25.0,30.0,27.5
Papaya(Nepali),2013-09-30,kg,60.0,65.0,62.5
Guava,2013-09-30,kg,35.0,40.0,37.5
Mombin,2013-09-30,kg,20.0,25.0,22.5
Sugarcane,2013-09-30,per piece,70.0,80.0,75.0
Ginger,2013-09-30,kg,90.0,100.0,95.0
Chilli Dry,2013-09-30,kg,160.0,170.0,165.0
Chilli Green,2013-09-30,kg,50.0,55.0,52.5
Capsicum,2013-09-30,kg,100.0,110.0,105.0
Garlic Green,2013-09-30,kg,65.0,70.0,67.5
Coriander Green,2013-09-30,kg,50.0,60.0,55.0
Garlic Dry Chinese,2013-09-30,kg,110.0,115.0,112.5
Garlic Dry Nepali,2013-09-30,kg,75.0,80.0,77.5
Clive Green,2013-09-30,kg,50.0,60.0,55.0
Fish Fresh,2013-09-30,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-10-01,kg,35.0,40.0,37.5
Tomato Small(Local),2013-10-01,kg,38.0,42.0,40.0
Potato Red,2013-10-01,kg,24.0,25.0,24.5
Potato White,2013-10-01,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-10-01,kg,90.0,95.0,92.5
Carrot(Local),2013-10-01,kg,90.0,100.0,95.0
Cauli Local,2013-10-01,kg,45.0,55.0,50.0
Raddish White(Local),2013-10-01,kg,30.0,35.0,32.5
Brinjal Long,2013-10-01,kg,30.0,35.0,32.5
Brinjal Round,2013-10-01,kg,35.0,40.0,37.5
Cow pea(Long),2013-10-01,kg,45.0,50.0,47.5
Green Peas,2013-10-01,kg,150.0,160.0,155.0
French Bean(Local),2013-10-01,kg,35.0,40.0,37.5
Sword Bean,2013-10-01,kg,80.0,90.0,85.0
Soyabean Green,2013-10-01,kg,35.0,40.0,37.5
Bitter Gourd,2013-10-01,kg,40.0,42.0,41.0
Bottle Gourd,2013-10-01,kg,25.0,30.0,27.5
Pointed Gourd(Local),2013-10-01,kg,40.0,42.0,41.0
Snake Gourd,2013-10-01,kg,20.0,25.0,22.5
Smooth Gourd,2013-10-01,kg,30.0,35.0,32.5
Pumpkin,2013-10-01,kg,25.0,30.0,27.5
Squash(Long),2013-10-01,kg,15.0,20.0,17.5
Okara,2013-10-01,kg,35.0,40.0,37.5
Barela,2013-10-01,kg,30.0,35.0,32.5
Arum,2013-10-01,kg,35.0,40.0,37.5
Christophine,2013-10-01,kg,10.0,12.0,11.0
Brd Leaf Mustard,2013-10-01,kg,45.0,50.0,47.5
Spinach Leaf,2013-10-01,kg,45.0,50.0,47.5
Cress Leaf,2013-10-01,kg,45.0,50.0,47.5
Mustard Leaf,2013-10-01,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-10-01,kg,55.0,60.0,57.5
Onion Green,2013-10-01,kg,75.0,80.0,77.5
Bakula,2013-10-01,kg,90.0,100.0,95.0
Mushroom(Kanya),2013-10-01,kg,160.0,170.0,165.0
Asparagus,2013-10-01,kg,250.0,300.0,275.0
Neuro,2013-10-01,kg,60.0,70.0,65.0
Brocauli,2013-10-01,kg,140.0,150.0,145.0
Sugarbeet,2013-10-01,kg,60.0,70.0,65.0
Red Cabbbage,2013-10-01,kg,140.0,150.0,145.0
Lettuce,2013-10-01,kg,45.0,50.0,47.5
Celery,2013-10-01,kg,120.0,130.0,125.0
Parseley,2013-10-01,kg,140.0,150.0,145.0
Fennel Leaf,2013-10-01,kg,45.0,50.0,47.5
Mint,2013-10-01,kg,120.0,130.0,125.0
Tamarind,2013-10-01,kg,70.0,80.0,75.0
Bamboo Shoot,2013-10-01,kg,60.0,70.0,65.0
Tofu,2013-10-01,kg,60.0,70.0,65.0
Gundruk,2013-10-01,kg,180.0,200.0,190.0
Apple(Jholey),2013-10-01,kg,100.0,110.0,105.0
Banana,2013-10-01,per dozen,45.0,50.0,47.5
Lime,2013-10-01,kg,300.0,400.0,350.0
Pomegranate,2013-10-01,kg,200.0,220.0,210.0
Water Melon(Green),2013-10-01,kg,60.0,65.0,62.5
Sweet Orange,2013-10-01,kg,80.0,90.0,85.0
Pineapple,2013-10-01,per piece,80.0,90.0,85.0
Cucumber(Local),2013-10-01,kg,25.0,30.0,27.5
Lemon,2013-10-01,kg,25.0,30.0,27.5
Papaya(Nepali),2013-10-01,kg,55.0,60.0,57.5
Guava,2013-10-01,kg,35.0,40.0,37.5
Mombin,2013-10-01,kg,20.0,25.0,22.5
Sugarcane,2013-10-01,per piece,70.0,80.0,75.0
Ginger,2013-10-01,kg,90.0,100.0,95.0
Chilli Dry,2013-10-01,kg,160.0,170.0,165.0
Chilli Green,2013-10-01,kg,55.0,60.0,57.5
Capsicum,2013-10-01,kg,100.0,110.0,105.0
Garlic Green,2013-10-01,kg,65.0,70.0,67.5
Coriander Green,2013-10-01,kg,50.0,60.0,55.0
Garlic Dry Chinese,2013-10-01,kg,110.0,115.0,112.5
Garlic Dry Nepali,2013-10-01,kg,75.0,80.0,77.5
Clive Dry,2013-10-01,kg,85.0,90.0,87.5
Clive Green,2013-10-01,kg,60.0,70.0,65.0
Fish Fresh,2013-10-01,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-10-02,kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-02,kg,40.0,45.0,42.5
Potato Red,2013-10-02,kg,25.0,26.0,25.5
Potato White,2013-10-02,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-10-02,kg,90.0,95.0,92.5
Carrot(Local),2013-10-02,kg,90.0,100.0,95.0
Cabbage(Local),2013-10-02,kg,32.0,36.0,34.0
Cauli Local,2013-10-02,kg,40.0,45.0,42.5
Raddish White(Local),2013-10-02,kg,30.0,35.0,32.5
Brinjal Long,2013-10-02,kg,30.0,35.0,32.5
Brinjal Round,2013-10-02,kg,30.0,35.0,32.5
Cow pea(Long),2013-10-02,kg,45.0,50.0,47.5
Green Peas,2013-10-02,kg,120.0,140.0,130.0
French Bean(Local),2013-10-02,kg,40.0,45.0,42.5
Sword Bean,2013-10-02,kg,75.0,80.0,77.5
Soyabean Green,2013-10-02,kg,35.0,40.0,37.5
Bitter Gourd,2013-10-02,kg,40.0,45.0,42.5
Bottle Gourd,2013-10-02,kg,25.0,30.0,27.5
Pointed Gourd(Local),2013-10-02,kg,30.0,35.0,32.5
Snake Gourd,2013-10-02,kg,20.0,25.0,22.5
Smooth Gourd,2013-10-02,kg,20.0,25.0,22.5
Pumpkin,2013-10-02,kg,25.0,30.0,27.5
Squash(Long),2013-10-02,kg,15.0,20.0,17.5
Okara,2013-10-02,kg,35.0,40.0,37.5
Barela,2013-10-02,kg,30.0,35.0,32.5
Arum,2013-10-02,kg,30.0,35.0,32.5
Christophine,2013-10-02,kg,10.0,12.0,11.0
Brd Leaf Mustard,2013-10-02,kg,45.0,50.0,47.5
Spinach Leaf,2013-10-02,kg,45.0,50.0,47.5
Cress Leaf,2013-10-02,kg,45.0,50.0,47.5
Mustard Leaf,2013-10-02,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-10-02,kg,65.0,70.0,67.5
Onion Green,2013-10-02,kg,65.0,70.0,67.5
Bakula,2013-10-02,kg,90.0,100.0,95.0
Mushroom(Kanya),2013-10-02,kg,150.0,160.0,155.0
Asparagus,2013-10-02,kg,300.0,350.0,325.0
Neuro,2013-10-02,kg,60.0,70.0,65.0
Brocauli,2013-10-02,kg,140.0,150.0,145.0
Sugarbeet,2013-10-02,kg,70.0,80.0,75.0
Red Cabbbage,2013-10-02,kg,140.0,150.0,145.0
Lettuce,2013-10-02,kg,45.0,50.0,47.5
Celery,2013-10-02,kg,120.0,130.0,125.0
Parseley,2013-10-02,kg,140.0,150.0,145.0
Fennel Leaf,2013-10-02,kg,45.0,50.0,47.5
Mint,2013-10-02,kg,120.0,130.0,125.0
Tamarind,2013-10-02,kg,70.0,80.0,75.0
Bamboo Shoot,2013-10-02,kg,50.0,60.0,55.0
Tofu,2013-10-02,kg,60.0,70.0,65.0
Gundruk,2013-10-02,kg,180.0,200.0,190.0
Apple(Jholey),2013-10-02,kg,100.0,110.0,105.0
Banana,2013-10-02,per dozen,45.0,50.0,47.5
Lime,2013-10-02,kg,300.0,400.0,350.0
Pomegranate,2013-10-02,kg,200.0,220.0,210.0
Orange(Nepali),2013-10-02,kg,70.0,80.0,75.0
Water Melon(Green),2013-10-02,kg,60.0,65.0,62.5
Sweet Orange,2013-10-02,kg,70.0,80.0,75.0
Pineapple,2013-10-02,per piece,80.0,90.0,85.0
Cucumber(Local),2013-10-02,kg,25.0,30.0,27.5
Lemon,2013-10-02,kg,25.0,30.0,27.5
Papaya(Nepali),2013-10-02,kg,60.0,65.0,62.5
Guava,2013-10-02,kg,35.0,40.0,37.5
Mombin,2013-10-02,kg,20.0,25.0,22.5
Sugarcane,2013-10-02,per piece,70.0,80.0,75.0
Ginger,2013-10-02,kg,90.0,100.0,95.0
Chilli Dry,2013-10-02,kg,160.0,170.0,165.0
Chilli Green,2013-10-02,kg,50.0,55.0,52.5
Capsicum,2013-10-02,kg,100.0,110.0,105.0
Garlic Green,2013-10-02,kg,45.0,50.0,47.5
Coriander Green,2013-10-02,kg,50.0,60.0,55.0
Garlic Dry Chinese,2013-10-02,kg,105.0,110.0,107.5
Garlic Dry Nepali,2013-10-02,kg,75.0,80.0,77.5
Clive Dry,2013-10-02,kg,75.0,80.0,77.5
Clive Green,2013-10-02,kg,50.0,60.0,55.0
Fish Fresh,2013-10-02,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-10-03,kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-03,kg,40.0,45.0,42.5
Potato Red,2013-10-03,kg,25.0,26.0,25.5
Potato White,2013-10-03,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-10-03,kg,95.0,100.0,97.5
Carrot(Local),2013-10-03,kg,75.0,80.0,77.5
Cabbage(Local),2013-10-03,kg,30.0,32.0,31.0
Cauli Local,2013-10-03,kg,40.0,50.0,45.0
Raddish White(Local),2013-10-03,kg,28.0,30.0,29.0
Brinjal Long,2013-10-03,kg,25.0,30.0,27.5
Brinjal Round,2013-10-03,kg,25.0,30.0,27.5
Cow pea(Long),2013-10-03,kg,45.0,50.0,47.5
Green Peas,2013-10-03,kg,110.0,120.0,115.0
French Bean(Local),2013-10-03,kg,35.0,40.0,37.5
Sword Bean,2013-10-03,kg,70.0,75.0,72.5
